id,venue,address,pages,year,author,publisher,title,editor,note,month,volume,institution
732,"in proceedings of the twenty first annual acm symposium on theory of computing,",,"pages 433-444,",1989.,michael kearns and leslie g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,,may,,
733,"in proceedings of the twenty first annual acm symposium on theory of computing,",,"pages 433-444,",1989.,michael kearns and leslie g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,"to appear, journal of the association for computing machinery.",may,,
734,"in proceedings of the 21st acm symposium on theory of computing,",,pages 433444.,1989.,m. kearns and l. valiant.,"acm,",cryptographic limitations on learning boolean formulae and finite automata.,,,,,
735,"in proc. 21st acm symposium on theory of computing,",,pages 433-444.,1989.,m. kearns and l. valiant.,"acm press,",cryptographic limitations on learning boolean formulae and finite automata.,,,,,
736,"in proceedings of the twenty first annual acm symposium on theory of computing,",,"pages 433-444,",1989.,michael kearns and leslie g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,"to appear, journal of the association for computing machinery.",may,,
737,"in proceedings of the twenty-first annual acm symposium on theory of computing,",,"pages 433-444,",1989.,michael kearns and leslie valiant.,,cryptographic limitations on learning boolean for-mulae and finite automata.,,,may,,
738,"in proceedings of the twenty first annual acm symposium on theory of computing,",,"pages 433-444,",1989.,michael kearns and leslie valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,to appear in jacm.,may,,
739,"in proceedings of the 21 st annual acm symposium on theory of computing,","new york, 1989.","pages 433-444,",,m. kearns and l. g. valiant.,acm.,cryptographic limitations on learning boolean formulae and finite automata.,,,,,
740,"in proceedings of the twenty first annual acm symposium on theory of computing,",,pages 433-444.,1989.,m. j. kearns and l. g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,,,,"association for computing machinery,"
741,"in proceedings of the twenty first annual acm symposium on theory of computing,",,"pages 433-444,",1989.,michael kearns and leslie g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,"to appear, journal of the association for computing machinery.",may,,
742,"proc. 21st stpc,",,"433-444,",(1989).,"kearns, m., and l. valiant,",,'cryptographic limitations on learning boolean formulae and finite automata'.,,,,,
743,"proc. 21 st acm stoc (1989),",,pp. 433-444.,,"kearns, m., valiant, l.g.,",,"cryptographic limitations on learning boolean for--mulae and finite automata,",,,,,
744,"in proc 21 st acm symposium on theory of computing,",,pages 433-444.,1989.,"m. kearns and l. valiant,","acm,","cryptographic limitations on learning boolean formulae and finite automata,",,,,,
745,"in proceedings stoc-89,",,"pages 433-444,",1989.,m. j. kearns and l. g. valiant.,,cryptographic limitations on learning boolean formulae and fi nite automata.,,,,,
746,"in proceedings stoc-89,",,"pages 433-444,",1989.,m. j. kearns and l. g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,,,,
747,"in proceedings of the 21th acm symposium on theory and computing,",,"pages 433-444,",1989.,m. kearns and l. g. valiant.,,criptographic limitations on learning boolean formulae and finite automata.,,,,,
748,"in proceedings of the 21st annual acm symposium on theory of computing,","new york,","pages 433-444,",1989.,m. kearns and l. g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,acm. to appear in journal of the acm.,may,,
749,"in acm symposium on the theory of computing,",,"pages 433-444,",1989.,m. kearns and l. g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,,,,
750,"in proceedings of the 21 st annual acm symposium on theory of computing,",,"pages 433-444,",1989.,m. kearns and l. g. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,,,,
751,"34 proceedings of the 21st a.c.m. symposium on the theory of computing,",,pp. 433-444.,"1989,","m. kearns, l.g. valiant.",,cryptographic limitations on learning boolean formulae and finite automata.,,,,,
752,"in proceedings of the twenty-first annual acm symposium on theory of computing,","seat-tle,washington,","pages 433-444,",1989.,michael kearns and leslie valient.,,cryptographic limitations on learning boolean formulae and finite automata.,,,may,,
753,"in 21st acm symposium on theory of computing,","seattle, wa,","pages 433-444,",1989.,m. kearns and l. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,,,,
754,"in proceedings of the second annual workshop on computational learning theory,","santa cruz, california,","pages 57-71,",1989.,m. kearns and l. pitt.,,a polynomial-time algorithm for learning k-variable pattern languages from examples.,,,july,,
755,"proceedings of the 1989 workshop on computational learning theory,",,pp. 57-71. 33,"1989,","m. kearns, l. pitt.","morgan kaufmann publishers,",a polynomial-time algorithm for learning k-variable pattern languages from examples.,,,,,
756,"proceedings of the 1989 workshop on computational learning theory,",,pp. 57-71.,"1989,","m. kearns, l. pitt.","morgan kaufmann publishers,",a polynomial-time algorithm for learning k-variable pattern languages from examples.,,,,,
757,,"cam bridge, massachusetts,",,1990.,michael j. kearns.,"mit press,",the computational complexity of machine learning.,,,,,
758,,"cam-bridge, massachusetts,",,1990.,michael j. kearns.,"mit press,",the computational complexity of machine learning.,,,,,
759,,,,(1990).,m. kearns.,mit press.,the computational complexity of machine learning.,,,,,
760,,"cambridge, mas-sachusetts, usa.",,(1990).,"kearns, m. j.","mit press,","the computational complexity of machine learning,",,,,,
761,,"boston, ma,",,1990.,michael j. kearns.,"mit press,",the computational complexity of machine learning.,,,,,
762,,,,(1990).,"kearns, m.",the mit press.,the computational complexity of machine learning.,,,,,
763,,,,1990.,michael kearns.,"mit press,",the computational complexity of machine learning.,,,,,
764,,,,1990.,michael kearns.,"mit press,",the computational complexity of machine learning.,,,,,
765,,,,1990.,michael kearns.,"mit press,",the computational complexity of machine learning.,,,,,
766,,,,1990.,michael kearns.,"mit press,",the computational complexity of machine learning.,,,,,
767,"phd thesis,",,,1989.,m. kearns.,,the computational complexity of machine learning.,,to be published by mit press in the acm distinguished dissertation series.,,,"harvard university,"
768,,,,(1990).,"kearns, m.",the mit press.,the computational complexity of machine learning.,,,,,
769,,"cambridge, massachusetts,",,1990.,michael j. kearns.,"mit press,",the computational complexity of machine learning.,,,,,
770,,"cambridge, ma:",,(1990.),"kearns, m.",mit press.,the computational complexity of machine learning.,,,,,
771,,"cambridge, ma,",,1990.,michael j. kearns.,"mit press,",the computational complexity of machine learning.,,,,,
772,acm distinguished dissertation series.,"cambridge, ma.,",,1989.,m. j. kearns.,"the mit press,",the computational complexity of machine learning.,,,,,
773,,,,(1990).,"kearns, m.",the mit press.,the computational complexity of machine learning.,,,,,
774,,"cambridge, ma (1990).",,,m.j. kearns.,"mit press,",the computational complexity of machine learning.,,,,,
775,"doctoral dissertation,",,,1989.,m. kearns.,,the computational complexity of machine learning.,,to be published by mit press.,,,"harvard university,"
776,"phd thesis,",,,1989.,michael kearns.,,the computational complexity of machine learning.,,,may,,"harvard university center for research in computing technology,"
777,,"boston, ma,",,1990.,"michael j. kearns,","mit press,","the computational complexity of machine learning,",,,,,
778,,,,1989,kearns m. j.:,"mit press,","the computational complexity of machine learning,",,,,,
779,"in proceedings of the winter simulation conference,",,"pages 441-445,",1990.,j. p. kearns and j. e. payne.,,performance evaluation of protocols for distributed systems: an alternative to message counting.,,,,,
780,proceedings of the 31st annual symposium on foundations of computer science (pp.,,382-391).,,m. kearns and r. schapire.,,(1990) efficient distribution-free learning of probabilistic concepts.,,to appear in jcss.,,,
781,proceedings of the 31st annual symposium on the foundations of computer science (pp.,,382-391).,(1990).,"kearns, m. & schapire, r.",ieee computer society press.,efficient distribution-free learning of probabilistic concepts.,,,,,
782,31st annual symposium on foundations of computer science (pp.,,382-391).,(1990).,"kearns, m. j. & schapire, r. e.",,efficient distribution-free learning of probabilistic concepts.,,"to appear, journal of computer and system sciences.",,,
783,"in proceedings of the thirty-first annual symposium on foundations of computer science,",,pages 382-391.,1990.,"kearns, m. j. and r. e. schapire.",ieee.,efficient distribution-free learning of probabilistic concepts.,,,,"volume i,",
784,in proceedings focs-90.,,,(1990).,"kearns, m. j. and schapire, r. e.",,efficient distribution-free learning of probabilistic concepts.,,,,,
785,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,",pages 382-391.,1990.,m. j. kearns and r. e. schapire.,"ieee computer society press, los alamitos,",efficient distribution-free learning of probabilistic concepts.,,,,,
786,"in 31st annual symposium on foundations of computer science,",,"pages 382-391,",1990.,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,,,,
787,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,",pages 382-391.,1990.,m. j. kearns and r. e. schapire.,"ieee computer society press, los alamitos,",efficient distribution-free learning of probabilistic concepts.,,,,,
788,"proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),",,382-391.,,"m. j. kearns and r. e. schapire,",,"'efficient distribution-free learning of probabilistic concepts,'",,,,,
789,"in 31st annual symposium on foundations of computer science,",,"pages 382-391,",1990.,michael j. kearns and robert e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"to appear, journal of computer and system sciences.",october,,
790,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,",pages 382-391.,1990.,m. j. kearns and r. e. schapire.,"ieee computer society press, los alamitos,",efficient distribution-free learning of probabilistic concepts.,,,,,
791,"in 31st annual symposium on foundations of computer science,",,"pages 382-391,",1990.,michael j. kearns and robert e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,,,,
792,"in proceedings of the thirty-first annual symposium on foundations of computer science,",,pages 382-391.,1990.,michael j. kearns and robert e. schapire.,"ieee,",efficient distribution-free learning of probablistic concepts.,,,,"volume i,",
793,"in 31st annual symposium on foundations of computer science,",,"pages 382-391,",1990.,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"to appear, journal of computer and system sciences.",october,,
794,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,",pages 382-391.,1990.,m. j. kearns and r. e. schapire.,"ieee computer society press, los alamitos,",efficient distribution-free learning of probabilistic concepts.,,,,,
795,"in focs-90,",,,1990.,m. j. kearns and r. e. shapire.,,efficient distribution-free learning of probabilistic concepts.,,,,,
796,"in ieee symposium on the foundations of computer science,",,,1990.,m. kearns and r. schapire.,,efficient distribution-free learning of probabilistic concepts.,,,,,
797,"in focs-90,",,,1990.,m. kearns and r. shapire.,,efficient distribution-free learning of probabilistic concepts.,,,,,
798,"in proceedings of the thirty-first annual symposium on founda--tions of computer science,",,pages 382-391.,1990.,michael j. kearns and robert e. schapire.,"ieee,",efficient distribution-free learning of probabilistic concepts.,,,,,
